timestamp,ax,ay,az,gx,gy,gz,temp
0.026976,0.674000,-0.087000,-0.733000,-7.145000,1.328000,-4.534000,28.67
0.028002,0.677000,-0.088000,-0.716000,-5.298000,1.618000,-4.412000,28.62
0.029121,0.673000,-0.076000,-0.715000,-5.053000,0.733000,-3.527000,28.67
0.029865,0.688000,-0.074000,-0.703000,-5.634000,2.061000,-3.023000,28.67
0.030713,0.682000,-0.078000,-0.716000,-4.840000,1.740000,-2.534000,28.62
0.031436,0.680000,-0.077000,-0.720000,-4.321000,1.878000,-2.000000,28.72
0.032111,0.673000,-0.084000,-0.719000,-3.053000,1.145000,-1.328000,28.58
0.032768,0.690000,-0.073000,-0.709000,-2.550000,1.679000,-0.992000,28.67
0.033396,0.688000,-0.079000,-0.701000,-2.885000,2.153000,0.000000,28.62
0.034070,0.687000,-0.076000,-0.708000,-1.924000,1.557000,0.076000,28.77
0.034814,0.677000,-0.084000,-0.725000,-2.244000,2.015000,0.412000,28.67
0.035588,0.690000,-0.075000,-0.711000,-2.260000,2.107000,0.855000,28.67
0.036361,0.681000,-0.082000,-0.723000,-2.076000,2.412000,0.840000,28.72
0.036999,0.681000,-0.100000,-0.721000,-2.153000,2.519000,0.580000,28.62
0.037555,0.684000,-0.093000,-0.717000,-2.137000,2.473000,0.504000,28.58
0.038168,0.689000,-0.096000,-0.722000,-2.947000,3.221000,0.473000,28.67
0.038748,0.676000,-0.083000,-0.723000,-3.160000,2.687000,0.641000,28.62
0.039292,0.688000,-0.090000,-0.717000,-3.191000,3.115000,0.672000,28.62
0.039827,0.684000,-0.095000,-0.722000,-4.015000,4.031000,-0.122000,28.67
0.040370,0.678000,-0.089000,-0.723000,-4.046000,4.076000,-0.397000,28.67
0.040907,0.688000,-0.099000,-0.726000,-4.046000,4.183000,-0.382000,28.62
0.041436,0.681000,-0.091000,-0.722000,-4.244000,3.771000,-0.870000,28.62
0.042046,0.698000,-0.090000,-0.712000,-4.305000,4.046000,-0.870000,28.77
0.042624,0.694000,-0.089000,-0.724000,-4.916000,4.031000,-1.298000,28.67
0.043165,0.689000,-0.095000,-0.725000,-5.603000,2.916000,-1.695000,28.72
0.043715,0.706000,-0.100000,-0.710000,-6.519000,3.084000,-2.183000,28.77
0.044256,0.689000,-0.113000,-0.726000,-7.817000,3.771000,-3.237000,28.67
0.044816,0.751000,-0.163000,-0.761000,-11.771000,3.191000,-6.351000,28.67
0.045353,0.752000,-0.152000,-0.745000,-16.824000,0.580000,-9.756000,28.62
0.045864,0.705000,-0.106000,-0.722000,-20.672000,-0.519000,-11.023000,28.72
0.046365,0.701000,-0.068000,-0.726000,-21.588000,-0.534000,-10.641000,28.67
0.046911,0.726000,-0.082000,-0.744000,-22.427000,-0.885000,-10.550000,28.67
0.047460,0.711000,-0.101000,-0.756000,-23.145000,-1.115000,-11.924000,28.72
0.047980,0.822000,-0.146000,-0.767000,-26.336000,-2.947000,-13.695000,28.62
0.048487,0.787000,-0.137000,-0.760000,-30.412000,-8.031000,-15.557000,28.77
0.049000,0.612000,0.003000,-0.780000,-28.382000,-10.290000,-14.855000,28.67
0.049503,0.697000,-0.046000,-0.742000,-25.542000,-11.267000,-15.450000,28.81
0.050018,0.859000,-0.119000,-0.739000,-25.939000,-18.275000,-15.008000,28.67
0.050519,0.872000,-0.131000,-0.719000,-29.099000,-25.634000,-14.458000,28.67
0.051023,0.811000,-0.101000,-0.734000,-30.824000,-33.023000,-13.282000,28.62
0.051519,0.903000,-0.011000,-0.763000,-29.557000,-40.855000,-10.473000,28.62
0.052026,1.012000,-0.025000,-0.788000,-30.198000,-56.580000,-12.611000,28.67
0.052531,0.819000,-0.086000,-0.749000,-29.527000,-64.427000,-14.366000,28.67
0.053032,0.712000,-0.162000,-0.798000,-33.053000,-66.794000,-14.626000,28.72
0.053532,0.708000,-0.174000,-0.835000,-39.450000,-67.084000,-14.183000,28.72
0.054025,0.763000,-0.200000,-0.828000,-46.947000,-66.947000,-14.626000,28.67
0.054528,0.723000,-0.308000,-0.822000,-54.550000,-68.290000,-12.687000,28.67
0.055027,0.687000,-0.354000,-0.853000,-65.176000,-64.977000,-9.313000,28.72
0.055523,0.675000,-0.333000,-0.886000,-76.550000,-63.802000,-6.763000,28.72
0.056014,0.627000,-0.305000,-0.901000,-85.969000,-64.931000,-1.802000,28.67
0.056635,0.550000,-0.276000,-0.849000,-95.221000,-63.084000,2.107000,28.67
0.057279,0.489000,-0.302000,-0.813000,-105.588000,-57.084000,5.557000,28.72
0.057759,0.444000,-0.266000,-0.836000,-113.145000,-53.954000,7.756000,28.72
0.058264,0.381000,-0.205000,-0.830000,-118.412000,-49.588000,11.924000,28.67
0.058736,0.330000,-0.207000,-0.733000,-122.565000,-41.542000,18.412000,28.67
0.059205,0.400000,-0.159000,-0.651000,-124.947000,-32.153000,27.313000,28.62
0.059675,0.539000,-0.092000,-0.417000,-111.359000,-20.076000,42.244000,28.72
0.060134,0.733000,-0.008000,-0.140000,-66.840000,-4.763000,58.595000,28.67
0.060587,0.934000,-0.225000,-0.261000,-10.687000,5.328000,65.252000,28.67
0.061050,0.868000,-0.256000,-0.222000,-7.008000,14.626000,51.603000,28.72
0.061508,0.839000,-0.156000,-0.275000,-6.580000,21.023000,39.282000,28.62
0.061958,0.811000,-0.078000,-0.261000,6.336000,27.603000,31.130000,28.58
0.062411,0.802000,-0.093000,-0.310000,23.145000,35.924000,22.427000,28.67
0.062862,0.829000,-0.097000,-0.380000,40.031000,41.725000,13.847000,28.72
0.063316,0.817000,-0.110000,-0.424000,56.748000,47.588000,5.298000,28.62
0.063765,0.818000,-0.105000,-0.451000,73.145000,51.359000,-1.756000,28.67
0.064219,0.805000,-0.119000,-0.481000,85.542000,56.275000,-7.710000,28.67
0.064683,0.781000,-0.119000,-0.493000,93.634000,62.580000,-12.473000,28.72
0.065152,0.792000,-0.130000,-0.549000,98.687000,70.275000,-15.802000,28.67
0.065607,0.798000,-0.143000,-0.603000,102.962000,73.313000,-17.649000,28.77
0.066072,0.799000,-0.138000,-0.650000,104.443000,72.718000,-18.794000,28.67
0.066647,0.777000,-0.120000,-0.699000,107.740000,74.336000,-20.061000,28.72
0.067312,0.763000,-0.126000,-0.714000,107.176000,77.786000,-20.885000,28.72
0.067824,0.729000,-0.143000,-0.740000,109.038000,76.947000,-21.435000,28.67
0.068299,0.694000,-0.178000,-0.811000,106.763000,75.023000,-23.023000,28.77
0.068762,0.754000,-0.141000,-0.803000,104.687000,65.313000,-23.450000,28.62
0.069222,0.709000,-0.082000,-0.797000,103.603000,76.198000,-22.748000,28.72
0.071270,0.667000,-0.132000,-0.799000,103.893000,74.260000,-20.916000,28.67
0.071725,0.659000,-0.111000,-0.823000,103.710000,72.794000,-19.176000,28.77
0.072174,0.663000,-0.089000,-0.842000,97.878000,72.687000,-18.198000,28.62
0.072616,0.655000,-0.075000,-0.859000,97.282000,65.374000,-17.176000,28.72
0.073058,0.629000,-0.051000,-0.882000,93.466000,64.260000,-17.130000,28.67
0.073500,0.616000,-0.007000,-0.906000,88.305000,60.870000,-16.473000,28.58
0.073953,0.658000,-0.009000,-0.899000,81.252000,60.366000,-17.115000,28.72
0.074404,0.641000,0.008000,-0.949000,78.504000,53.130000,-18.748000,28.58
0.074844,0.652000,0.021000,-0.937000,73.038000,52.015000,-20.015000,28.67
0.075267,0.685000,0.036000,-0.997000,65.313000,48.550000,-23.435000,28.67
0.075692,0.727000,0.014000,-0.962000,60.198000,39.084000,-26.382000,28.62
0.076115,0.658000,0.075000,-0.955000,59.863000,28.794000,-29.084000,28.72
0.076653,0.646000,0.096000,-0.910000,59.588000,24.656000,-32.733000,28.67
0.077238,0.634000,0.104000,-0.873000,59.313000,19.099000,-36.702000,28.67
0.077708,0.618000,0.129000,-0.817000,60.092000,15.084000,-41.740000,28.62
0.078157,0.610000,0.130000,-0.792000,65.099000,18.137000,-48.275000,28.72
0.078606,0.595000,0.118000,-0.761000,71.756000,12.656000,-54.382000,28.77
0.079051,0.585000,0.108000,-0.753000,69.221000,18.458000,-59.237000,28.77
0.079494,0.603000,0.094000,-0.761000,69.893000,21.053000,-63.450000,28.72
0.079964,0.608000,0.068000,-0.741000,71.069000,17.267000,-65.221000,28.72
0.080552,1.414000,-0.079000,-1.033000,50.321000,6.061000,-77.802000,28.67
0.081029,0.470000,0.262000,-0.836000,58.321000,-16.824000,-66.733000,28.62
0.081484,0.552000,0.002000,-0.914000,59.954000,-11.450000,-65.145000,28.72
0.081945,0.411000,0.074000,-0.983000,53.603000,-26.137000,-65.786000,28.67
0.082412,0.345000,0.097000,-1.076000,47.603000,-33.374000,-62.046000,28.67
0.082880,0.302000,0.077000,-1.169000,44.153000,-45.237000,-57.588000,28.72
0.083333,0.295000,0.163000,-1.340000,42.763000,-64.931000,-52.198000,28.72
0.083792,0.309000,0.196000,-1.308000,45.374000,-80.260000,-52.718000,28.77
0.084247,0.552000,-0.069000,-0.751000,29.511000,-78.412000,-43.695000,28.67
0.084692,0.868000,-0.059000,-0.751000,9.115000,-71.908000,-15.664000,28.62
0.085167,0.756000,0.295000,-0.891000,-10.290000,-57.450000,-3.221000,28.72
0.085601,0.420000,0.099000,-0.826000,7.863000,-48.107000,6.824000,28.67
0.086047,0.497000,-0.189000,-0.940000,13.191000,-28.504000,12.687000,28.67
0.086481,0.651000,-0.231000,-0.822000,2.473000,-18.061000,6.992000,28.62
0.086919,0.704000,-0.203000,-0.717000,-2.992000,-9.191000,-3.527000,28.67
0.087382,0.679000,-0.200000,-0.732000,-6.534000,-6.321000,-9.328000,28.77
0.087860,0.689000,-0.079000,-0.701000,-10.015000,-4.107000,-11.053000,28.58
0.088351,0.763000,-0.080000,-0.639000,-9.115000,-0.748000,-11.191000,28.72
0.088803,0.779000,-0.112000,-0.598000,-5.557000,-9.985000,-10.397000,28.62
0.089241,0.781000,-0.127000,-0.608000,-4.855000,-16.763000,-9.985000,28.77
0.089664,0.710000,-0.077000,-0.654000,-5.084000,-14.168000,-9.695000,28.67
0.090090,0.699000,-0.011000,-0.704000,-1.786000,-26.397000,-6.565000,28.72
0.090504,0.665000,-0.061000,-0.717000,-5.328000,-22.534000,-3.084000,28.72
0.090941,0.684000,-0.130000,-0.736000,-4.595000,-16.504000,-3.618000,28.67
0.091376,0.644000,-0.118000,-0.758000,-4.809000,-21.328000,-2.931000,28.67
0.091796,0.646000,-0.129000,-0.743000,-6.000000,-13.893000,-3.634000,28.72
0.092236,0.684000,-0.180000,-0.734000,-8.931000,-11.954000,-6.489000,28.62
0.092668,0.656000,-0.120000,-0.744000,-10.092000,-11.038000,-8.183000,28.67
0.093083,0.679000,-0.083000,-0.718000,-10.885000,-8.061000,-9.282000,28.67
0.093516,0.698000,-0.076000,-0.715000,-10.962000,-2.153000,-10.244000,28.62
0.093931,0.685000,-0.040000,-0.720000,-9.649000,-0.916000,-10.351000,28.62
0.094350,0.710000,-0.059000,-0.726000,-9.832000,3.878000,-10.107000,28.67
0.094769,0.721000,-0.079000,-0.713000,-9.939000,0.107000,-9.038000,28.67
0.095200,0.701000,-0.072000,-0.710000,-10.366000,0.366000,-9.038000,28.72
0.095641,0.685000,-0.061000,-0.709000,-10.473000,1.466000,-8.519000,28.72
0.096060,0.677000,-0.065000,-0.720000,-8.931000,0.977000,-7.863000,28.67
0.096493,0.698000,-0.089000,-0.702000,-8.412000,1.145000,-7.756000,28.58
0.096953,0.680000,-0.074000,-0.707000,-7.206000,1.008000,-7.389000,28.62
0.097524,0.718000,-0.092000,-0.717000,-7.634000,0.519000,-7.344000,28.62
0.098154,0.722000,-0.087000,-0.711000,-9.985000,-1.145000,-8.779000,28.67
0.098621,0.707000,-0.063000,-0.727000,-11.542000,-2.351000,-9.481000,28.67
0.099081,0.710000,-0.089000,-0.718000,-13.817000,-3.053000,-10.641000,28.62
0.099547,0.701000,-0.049000,-0.714000,-14.046000,-3.969000,-10.824000,28.62
0.099995,0.700000,-0.062000,-0.727000,-13.649000,-3.099000,-11.038000,28.58
0.100554,0.702000,-0.079000,-0.705000,-13.405000,-3.832000,-11.420000,28.67
0.100995,0.680000,-0.079000,-0.713000,-12.534000,-2.565000,-11.527000,28.62
0.101418,0.660000,-0.064000,-0.713000,-11.511000,-0.794000,-10.824000,28.62
0.101829,0.645000,-0.048000,-0.720000,-10.076000,0.840000,-9.664000,28.67
0.102680,0.681000,-0.117000,-0.698000,-1.542000,2.489000,-0.885000,28.67
0.103090,0.690000,-0.123000,-0.691000,-1.588000,2.260000,-0.901000,28.72
0.103496,0.690000,-0.117000,-0.699000,-1.664000,1.771000,-0.931000,28.67
0.103929,0.686000,-0.117000,-0.700000,-1.542000,1.389000,-0.718000,28.67
0.104365,0.693000,-0.123000,-0.702000,-1.679000,1.267000,-0.962000,28.67
0.104796,0.690000,-0.122000,-0.706000,-1.374000,0.473000,-0.687000,28.62
0.113118,0.686000,-0.121000,-0.706000,-1.237000,0.321000,-0.672000,28.72
0.120355,0.688000,-0.123000,-0.703000,-1.069000,0.031000,-0.580000,28.67
0.132778,0.691000,-0.115000,-0.704000,-1.221000,0.015000,-0.519000,28.58
0.138454,0.682000,-0.115000,-0.708000,-1.206000,0.443000,-0.656000,28.62
0.152242,0.685000,-0.119000,-0.707000,-1.145000,0.672000,-0.427000,28.72
0.164755,0.686000,-0.124000,-0.706000,-1.099000,0.977000,-0.458000,28.58
0.172029,0.686000,-0.133000,-0.705000,-1.496000,0.687000,-0.336000,28.77
0.184668,0.681000,-0.129000,-0.706000,-1.542000,0.779000,-0.763000,28.72
0.191887,0.694000,-0.119000,-0.698000,-1.664000,0.611000,-0.641000,28.53
0.204248,0.691000,-0.117000,-0.700000,-1.435000,0.244000,-0.427000,28.67
0.211310,0.691000,-0.113000,-0.711000,-1.282000,0.046000,-0.427000,28.77
0.223774,0.695000,-0.121000,-0.710000,-1.740000,0.809000,-0.519000,28.72
0.231050,0.685000,-0.125000,-0.717000,-2.519000,1.145000,-0.779000,28.72
0.243655,0.676000,-0.118000,-0.707000,-2.672000,0.855000,-1.221000,28.77
0.250945,0.677000,-0.136000,-0.700000,-3.115000,1.023000,-1.344000,28.77
0.263385,0.679000,-0.125000,-0.712000,-3.359000,0.962000,-1.969000,28.72
0.270766,0.669000,-0.112000,-0.702000,-2.718000,1.542000,-1.649000,28.62
0.282771,0.671000,-0.124000,-0.709000,-2.290000,1.863000,-1.649000,28.67
0.289981,0.678000,-0.115000,-0.710000,-1.802000,1.863000,-1.374000,28.67
0.302479,0.680000,-0.102000,-0.714000,-1.649000,2.412000,-1.145000,28.72
0.315071,0.676000,-0.105000,-0.714000,-1.511000,3.206000,-0.824000,28.72
0.322292,0.680000,-0.114000,-0.708000,-1.344000,3.863000,-0.580000,28.77
0.334818,0.681000,-0.106000,-0.720000,-1.130000,4.061000,-0.260000,28.67
0.342230,0.674000,-0.112000,-0.726000,-0.962000,4.992000,0.137000,28.62
0.354608,0.677000,-0.115000,-0.724000,-1.237000,6.275000,0.015000,28.72
0.361937,0.682000,-0.126000,-0.724000,-1.924000,8.015000,-0.260000,28.67
0.374068,0.671000,-0.115000,-0.734000,-2.992000,11.023000,-0.565000,28.58
0.381459,0.676000,-0.105000,-0.744000,-3.878000,15.160000,-0.931000,28.62
0.393658,0.661000,-0.111000,-0.773000,-5.099000,22.015000,-1.176000,28.77
0.401119,0.663000,-0.082000,-0.771000,-6.168000,28.366000,-2.107000,28.77
0.413233,0.634000,-0.062000,-0.798000,-7.099000,36.885000,-2.183000,28.67
0.420711,0.688000,-0.088000,-0.766000,-9.069000,46.748000,-3.221000,28.62
0.432722,0.695000,-0.070000,-0.810000,-9.405000,53.954000,-0.336000,28.72
0.445154,0.645000,-0.035000,-0.796000,-11.099000,57.969000,3.756000,28.67
0.452709,0.665000,0.068000,-0.825000,-4.534000,67.328000,14.763000,28.67
0.464780,0.708000,-0.014000,-0.871000,-3.786000,76.931000,20.702000,28.62
0.471880,0.727000,-0.084000,-0.830000,-10.321000,80.275000,26.076000,28.62
0.484315,0.705000,0.023000,-0.883000,-14.229000,79.282000,35.786000,28.67
0.491523,0.649000,0.136000,-0.943000,-14.840000,77.771000,40.137000,28.67
0.503824,0.529000,0.189000,-1.034000,-14.901000,76.214000,38.748000,28.72
0.511106,0.481000,0.284000,-1.074000,-10.824000,69.832000,32.977000,28.81
0.523379,0.388000,0.379000,-1.123000,-5.176000,60.733000,23.374000,28.67
0.530751,0.358000,0.433000,-1.152000,-0.748000,51.649000,9.160000,28.67
0.543249,0.406000,0.428000,-1.212000,-0.321000,38.305000,-8.626000,28.72
0.550680,0.454000,0.387000,-1.251000,-0.183000,16.137000,-25.313000,28.77
0.562930,0.407000,0.356000,-1.234000,2.702000,-4.504000,-37.237000,28.67
0.575062,0.345000,0.273000,-1.196000,6.107000,-19.786000,-46.000000,28.67
0.582531,0.310000,0.148000,-1.187000,4.214000,-28.351000,-54.565000,28.62
0.594614,0.317000,0.058000,-1.163000,0.534000,-36.565000,-61.344000,28.72
0.601997,0.366000,0.010000,-1.144000,1.328000,-46.260000,-64.244000,28.77
0.614090,0.424000,-0.034000,-1.125000,4.489000,-54.809000,-63.878000,28.77
0.621137,0.480000,-0.075000,-1.096000,11.634000,-66.122000,-60.412000,28.72
0.633144,0.532000,-0.111000,-1.054000,16.672000,-77.191000,-56.794000,28.81
0.638709,0.569000,-0.125000,-1.006000,19.008000,-84.000000,-53.023000,28.67
0.652037,0.591000,-0.106000,-0.935000,18.000000,-88.260000,-49.420000,28.77
0.664286,0.652000,-0.072000,-0.871000,15.176000,-88.504000,-47.176000,28.62
0.671488,0.712000,-0.019000,-0.803000,12.321000,-88.351000,-46.214000,28.72
0.683610,0.754000,0.024000,-0.740000,10.641000,-86.580000,-45.695000,28.67
0.690875,0.792000,0.052000,-0.656000,9.939000,-82.321000,-46.137000,28.67
0.703092,0.829000,0.050000,-0.579000,10.290000,-76.168000,-46.519000,28.62
0.710250,0.834000,0.013000,-0.501000,10.550000,-67.603000,-46.214000,28.67
0.722323,0.858000,-0.063000,-0.447000,7.237000,-58.122000,-45.023000,28.67
0.734705,0.932000,-0.150000,-0.447000,-1.985000,-50.260000,-43.466000,28.67
0.741637,1.016000,-0.229000,-0.426000,-16.076000,-48.305000,-39.893000,28.62
0.753671,1.031000,-0.231000,-0.419000,-28.183000,-49.695000,-33.252000,28.72
0.760758,1.010000,-0.220000,-0.384000,-33.756000,-48.504000,-23.863000,28.67
0.772544,0.937000,-0.225000,-0.311000,-35.130000,-44.137000,-14.000000,28.67
0.784995,0.910000,-0.231000,-0.237000,-37.221000,-37.588000,-6.702000,28.72
0.792623,0.910000,-0.207000,-0.207000,-40.702000,-27.832000,-2.183000,28.72
0.804104,0.935000,-0.188000,-0.161000,-45.313000,-20.947000,-0.855000,28.77
0.811134,0.919000,-0.166000,-0.181000,-48.794000,-17.313000,-1.069000,28.77
0.823328,0.880000,-0.130000,-0.146000,-48.443000,-13.710000,-1.038000,28.62
0.830490,0.806000,-0.122000,-0.145000,-44.733000,-9.328000,-1.634000,28.72
0.843062,0.906000,-0.066000,0.443000,20.779000,9.344000,22.031000,28.67
0.850241,0.983000,-0.466000,0.570000,48.519000,57.771000,25.832000,28.67
0.862645,1.167000,-0.672000,0.639000,49.725000,78.534000,21.405000,28.72
0.874936,0.899000,-0.541000,0.065000,44.260000,107.878000,18.076000,28.58
0.882185,1.333000,-0.157000,-1.617000,22.366000,69.053000,9.664000,28.67
0.894702,0.840000,-0.208000,-0.878000,13.496000,19.267000,20.901000,28.77
0.901911,0.502000,-0.205000,-0.605000,18.840000,66.321000,22.473000,28.72
0.914333,0.997000,-0.249000,-0.982000,15.527000,82.534000,7.771000,28.62
0.921566,1.252000,0.177000,-0.967000,18.519000,62.916000,8.214000,28.67
0.934264,1.460000,0.125000,-0.703000,20.779000,37.191000,13.267000,28.77
0.941495,0.901000,0.117000,-0.698000,35.969000,16.275000,16.550000,28.62
0.953878,0.715000,-0.111000,-0.747000,36.137000,14.275000,20.351000,28.72
0.960992,0.820000,-0.121000,-0.725000,35.450000,14.290000,23.237000,28.58
0.973455,0.913000,-0.045000,-0.672000,35.710000,1.115000,22.992000,28.67
0.980487,0.844000,-0.203000,-0.722000,31.679000,-9.664000,22.351000,28.62
0.992680,0.778000,-0.224000,-0.781000,27.298000,-14.672000,18.275000,28.72
1.005020,0.777000,-0.240000,-0.792000,15.832000,-13.435000,10.962000,28.77
1.016453,0.709000,-0.194000,-0.763000,7.832000,-9.511000,5.634000,28.67
1.024635,0.708000,-0.153000,-0.752000,4.137000,-10.595000,1.893000,28.62
1.031571,0.680000,-0.115000,-0.745000,0.244000,-7.542000,-0.504000,28.77
1.043991,0.689000,-0.085000,-0.740000,-0.794000,-2.672000,-1.298000,28.67
1.051131,0.723000,-0.087000,-0.732000,-0.183000,-2.290000,-1.344000,28.67
